"transaction_id","utr_number","user_id","timestamp","amount","sender_vpa","receiver_vpa","merchant_category","location_city","device_id","ip_address","status","failure_reason"
"TXN-FBF18A7F1CE740B392","UTR202608210436541712AD2552","USR00000229","2026-08-21 04:36:54","7715.00","customer229.upi@kotak","merchant31@axis","subscription","Mumbai","dev-c52108df2b77","10.21.163.135","SUCCESS",""
"TXN-449AA8D6A60D465DAC","UTR202608220320547571D229E5","USR00000076","2026-08-22 03:20:54","24105.00","customer76.upi@axis","merchant22@icici","travel","Bengaluru","dev-cb2354d66811","10.189.134.192","SUCCESS",""
"TXN-11DC320ACAD84BC884","UTR20260821083654EFFF54B144","USR00000241","2026-08-21 08:36:54","11694.00","customer241.upi@sbi","merchant49@hdfc","food_delivery","Jaipur","dev-d959924dcb39","10.102.134.176","SUCCESS",""
"TXN-AA8B08FDB8034D67B5","UTR2026081012585491DABBE393","USR00000282","2026-08-10 12:58:54","14250.00","customer282.upi@hdfc","merchant43@canara","travel","Lucknow","dev-fb2a54da0b44","10.107.249.54","FAILED","invalid_upi_pin"
"TXN-75D2BD1FB4D2463B9B","UTR20260814081254F743D05E0C","USR00000045","2026-08-14 08:12:54","18021.00","customer45.upi@kotak","merchant28@bob","grocery","Kolkata","dev-7175532b65ad","10.4.123.53","SUCCESS",""
"TXN-FBE4F6232B2745FA87","UTR20260829155454F205902835","USR00000291","2026-08-29 15:54:54","19505.00","customer291.upi@icici","merchant43@sbi","fuel","Jaipur","dev-f64dab938d6a","10.67.196.127","SUCCESS",""
"TXN-44E9F4C0B4824B9EB2","UTR202608240400545E6103DB02","USR00000100","2026-08-24 04:00:54","12995.00","customer100.upi@axis","merchant35@icici","grocery","Kolkata","dev-3d8a6a6818a2","10.247.215.165","SUCCESS",""
"TXN-A0DFD9ED1E474178B6","UTR202608101116545E29FED34A","USR00000133","2026-08-10 11:16:54","13416.00","customer133.upi@kotak","merchant6@sbi","fuel","Chennai","dev-d9c360c0fc10","10.184.23.133","SUCCESS",""
"TXN-F3F571715DC34B75AE","UTR2026081712155408F9373B96","USR00000017","2026-08-17 12:15:54","15024.00","customer17.upi@sbi","merchant26@pnb","fuel","Chennai","dev-e84f60d61734","10.22.214.222","SUCCESS",""
"TXN-80CB32408A9D402E8F","UTR2026081823485450EA4C5A0B","USR00000048","2026-08-18 23:48:54","18744.00","customer48.upi@canara","merchant31@kotak","grocery","Delhi","dev-1f37dc7eb422","10.9.132.208","SUCCESS",""
"TXN-CC69D47B40F3465AA8","UTR20260817195754672472D2E3","USR00000124","2026-08-17 19:57:54","13537.00","customer124.upi@axis","merchant21@bob","food_delivery","Jaipur","dev-f66ddfcdcdb6","10.127.176.120","SUCCESS",""
"TXN-43E5AD6B1A8349ABA2","UTR20260824194954D4B15CA9BF","USR00000051","2026-08-24 19:49:54","20658.00","customer51.upi@icici","merchant39@canara","food_delivery","Lucknow","dev-9d38a1daa1d8","10.150.224.192","SUCCESS",""
"TXN-BB04E4869DA44DE6AB","UTR202608191908549DDE253F69","USR00000228","2026-08-19 19:08:54","6383.00","customer228.upi@axis","merchant43@pnb","electronics","Jaipur","dev-7f5beb2ee8ef","10.53.40.5","SUCCESS",""
"TXN-0BABC5B58EA44E989E","UTR202608211807548B98846499","USR00000186","2026-08-21 18:07:54","5334.00","customer186.upi@hdfc","merchant35@sbi","utility","Indore","dev-bf700f1ad4c6","10.198.111.210","SUCCESS",""
"TXN-9A7ED288A74A4585A4","UTR2026082222105417532B98BA","USR00000074","2026-08-22 22:10:54","4748.00","customer74.upi@hdfc","merchant42@pnb","utility","Jaipur","dev-5a7eb1575492","10.35.106.12","SUCCESS",""
"TXN-FE048E8878114ED495","UTR20260824230054ABA61D7FC1","USR00000096","2026-08-24 23:00:54","14884.00","customer96.upi@canara","merchant25@canara","education","Pune","dev-db5970a09025","10.17.192.23","SUCCESS",""
"TXN-8E43AC682BB84E9390","UTR20260820063554B361A41FAC","USR00000282","2026-08-20 06:35:54","11820.00","customer282.upi@hdfc","merchant42@axis","grocery","Delhi","dev-949f3fca574e","10.168.229.102","SUCCESS",""
"TXN-90F5E360F25E4E48A5","UTR202608232023542E4AC0C88C","USR00000218","2026-08-23 20:23:54","7289.00","customer218.upi@hdfc","merchant14@sbi","fashion","Jaipur","dev-c1a74b5a57c5","10.141.197.57","SUCCESS",""
"TXN-92C0CA209E8B4CD081","UTR20260819222854B667AF4D62","USR00000248","2026-08-19 22:28:54","10103.00","customer248.upi@canara","merchant4@icici","healthcare","Pune","dev-cd8ec9d4e0f4","10.15.58.84","SUCCESS",""
"TXN-8D84715C136A483296","UTR2026081916115473562DEC2F","USR00000023","2026-08-19 16:11:54","15717.00","customer23.upi@pnb","merchant20@axis","electronics","Ahmedabad","dev-1c8dd67a0ce9","10.38.243.207","SUCCESS",""
"TXN-6D0A03974FEB444B9B","UTR20260824230854E1BFD213DD","USR00000143","2026-08-24 23:08:54","9594.00","customer143.upi@pnb","merchant40@icici","electronics","Pune","dev-f4e7f4af5999","10.138.103.83","SUCCESS",""
"TXN-1772C0E5D19E463480","UTR20260812172954D4E5ECFA34","USR00000298","2026-08-12 17:29:54","5997.00","customer298.upi@hdfc","merchant49@bob","fashion","Ahmedabad","dev-c10a325cca79","10.191.224.177","SUCCESS",""
"TXN-D36590CBA79D410DA9","UTR2026081902555411F07CD1A1","USR00000053","2026-08-19 02:55:54","6058.00","customer53.upi@kotak","merchant28@hdfc","grocery","Ahmedabad","dev-c112da5e9be9","10.85.122.12","SUCCESS",""
"TXN-F85E1255FF224EA5B4","UTR20260828200154675265014B","USR00000207","2026-08-28 20:01:54","18034.00","customer207.upi@pnb","merchant30@canara","education","Bengaluru","dev-10145626035b","10.233.223.226","SUCCESS",""
"TXN-4E3B08CCB6B943168B","UTR202608120529542F9FDAF635","USR00000078","2026-08-12 05:29:54","3723.00","customer78.upi@bob","merchant5@axis","travel","Chennai","dev-4214d2ac5b99","10.98.44.229","SUCCESS",""
"TXN-48BA0F9E090C4770B9","UTR2026082311455411D9CEA7FE","USR00000281","2026-08-23 11:45:54","12869.00","customer281.upi@sbi","merchant36@bob","healthcare","Ahmedabad","dev-bb5213233a65","10.42.184.123","SUCCESS",""
"TXN-D3EC7E797CCC43EA85","UTR202608241816541F13FD89EC","USR00000235","2026-08-24 18:16:54","11993.00","customer235.upi@icici","merchant31@sbi","electronics","Bengaluru","dev-a05865bd8e11","10.224.77.168","SUCCESS",""
"TXN-2D9CBDBFB64C42B78A","UTR20260819200154D69A480ADD","USR00000162","2026-08-19 20:01:54","18171.00","customer162.upi@hdfc","merchant34@hdfc","marketplace","Mumbai","dev-28c04a0bc009","10.69.43.117","FAILED","invalid_upi_pin"
"TXN-377764F6EAF04D2BA0","UTR20260810182754144D122AC2","USR00000241","2026-08-10 18:27:54","2421.00","customer241.upi@sbi","merchant32@axis","education","Ahmedabad","dev-398ea66d9ac7","10.98.74.252","SUCCESS",""
"TXN-62AC6E709B704564B4","UTR202608100315543E44453176","USR00000003","2026-08-10 03:15:54","23816.00","customer3.upi@icici","merchant32@pnb","healthcare","Jaipur","dev-e13ed41dbb92","10.219.158.218","SUCCESS",""
"TXN-F48E7B28705F44F1AD","UTR202608240130544497070FF0","USR00000107","2026-08-24 01:30:54","9968.00","customer107.upi@icici","merchant28@canara","fuel","Delhi","dev-a6508b759e78","10.25.72.203","SUCCESS",""
"TXN-355A2389EA8D463094","UTR202608131802548F73E7D510","USR00000122","2026-08-13 18:02:54","17055.00","customer122.upi@hdfc","merchant44@axis","marketplace","Lucknow","dev-90be40716655","10.35.98.235","SUCCESS",""
"TXN-A245088046C0479CAD","UTR2026081004075413A3663C10","USR00000284","2026-08-10 04:07:54","5193.00","customer284.upi@axis","merchant27@icici","subscription","Surat","dev-498138cd9c97","10.2.242.250","SUCCESS",""
"TXN-B7781E5A07A04BC391","UTR20260814134954F5C3695FFB","USR00000120","2026-08-14 13:49:54","22971.00","customer120.upi@canara","merchant47@canara","subscription","Surat","dev-c59898a1ecb5","10.240.252.39","SUCCESS",""
"TXN-87EE5DFE191D4DDBAE","UTR20260815084254E8A154626A","USR00000236","2026-08-15 08:42:54","4182.00","customer236.upi@axis","merchant12@sbi","healthcare","Chennai","dev-1a1965dce3e9","10.195.187.245","SUCCESS",""
"TXN-923A9C52EBA34A2CA1","UTR202608110735540503146C73","USR00000093","2026-08-11 07:35:54","11637.00","customer93.upi@kotak","merchant1@canara","healthcare","Pune","dev-5f65446ceb9f","10.86.3.35","SUCCESS",""
"TXN-BDDF80B9BE7D425FAE","UTR20260816225054CDAA6C1635","USR00000054","2026-08-16 22:50:54","15249.00","customer54.upi@bob","merchant31@canara","fuel","Kolkata","dev-3b3e2aca9f0a","10.23.140.142","SUCCESS",""
"TXN-CECBD6ED853342A5B7","UTR20260825161154711C02ED74","USR00000066","2026-08-25 16:11:54","8803.00","customer66.upi@hdfc","merchant35@pnb","electronics","Kolkata","dev-6dfd5c27a96d","10.8.73.205","SUCCESS",""
"TXN-15F4A353D40E46619B","UTR20260824061054AF3AEB7F39","USR00000116","2026-08-24 06:10:54","164.00","customer116.upi@axis","merchant26@sbi","utility","Kolkata","dev-59215b229e93","10.16.24.17","SUCCESS",""
"TXN-1DA3F6C367A1489791","UTR2026081009255420DA739806","USR00000263","2026-08-10 09:25:54","16795.00","customer263.upi@pnb","merchant24@sbi","travel","Chennai","dev-f38a385feb7a","10.110.114.10","SUCCESS",""
"TXN-CD702581A74F43D38D","UTR2026081910415472D236905C","USR00000225","2026-08-19 10:41:54","20361.00","customer225.upi@sbi","merchant46@bob","gaming","Lucknow","dev-123a28c6efbc","10.22.124.61","SUCCESS",""
"TXN-3DA22F9C38AB4624A9","UTR202608131040544961791E3B","USR00000062","2026-08-13 10:40:54","2925.00","customer62.upi@bob","merchant16@kotak","education","Indore","dev-1cc8e5610bde","10.143.67.247","SUCCESS",""
"TXN-387F10E95B6A4202A9","UTR2026081307365400B19D5524","USR00000186","2026-08-13 07:36:54","23719.00","customer186.upi@hdfc","merchant2@bob","gaming","Mumbai","dev-bf700f1ad4c6","10.115.173.124","SUCCESS",""
"TXN-C70658AA3F9D4142AB","UTR20260821102754B41BC24C4B","USR00000268","2026-08-21 10:27:54","8228.00","customer268.upi@axis","merchant13@canara","marketplace","Ahmedabad","dev-250976fa094b","10.132.24.108","SUCCESS",""
"TXN-AAF3C0782EE646F981","UTR20260812214754446690CAF2","USR00000015","2026-08-12 21:47:54","21742.00","customer15.upi@pnb","merchant25@pnb","travel","Pune","dev-55952eab5892","10.28.111.176","SUCCESS",""
"TXN-C46E0FF0756544B0B5","UTR20260817062454DD5014B8C0","USR00000074","2026-08-17 06:24:54","18902.00","customer74.upi@hdfc","merchant14@hdfc","fashion","Delhi","dev-5a7eb1575492","10.79.155.227","SUCCESS",""
"TXN-86CD867173944F6993","UTR20260824033854F3AFFEC403","USR00000019","2026-08-24 03:38:54","16466.00","customer19.upi@icici","merchant7@bob","gaming","Jaipur","dev-a9dc77fbbd1a","10.206.184.88","SUCCESS",""
"TXN-89C6086A96CE41469E","UTR202608240257547F6AA8D084","USR00000182","2026-08-24 02:57:54","5482.00","customer182.upi@bob","merchant17@canara","utility","Ahmedabad","dev-d66edf0afcfd","10.155.147.16","SUCCESS",""
"TXN-CA3A41E104FF42419A","UTR20260810125654D6385E5DC4","USR00000163","2026-08-10 12:56:54","23985.00","customer163.upi@icici","merchant37@pnb","electronics","Bengaluru","dev-4acd9697beab","10.33.118.80","SUCCESS",""
"TXN-2E3CCA1D03344E3EA0","UTR20260811071454800EB339B0","USR00000124","2026-08-11 07:14:54","8091.00","customer124.upi@axis","merchant8@pnb","food_delivery","Chennai","dev-bc2322621b99","10.111.250.82","SUCCESS",""
"TXN-05F179F469EA4293AC","UTR202608230115541896C5E041","USR00000054","2026-08-23 01:15:54","24346.00","customer54.upi@bob","merchant26@pnb","fashion","Mumbai","dev-3b3e2aca9f0a","10.173.101.157","SUCCESS",""
"TXN-47041CBB4FF2449889","UTR202608151152542E871DB46A","USR00000027","2026-08-15 11:52:54","22777.00","customer27.upi@icici","merchant3@hdfc","subscription","Ahmedabad","dev-687460881546","10.222.115.51","SUCCESS",""
"TXN-586983F11ADA44CC81","UTR202608222220543E84DE986F","USR00000066","2026-08-22 22:20:54","3499.00","customer66.upi@hdfc","merchant4@icici","gaming","Bengaluru","dev-6dfd5c27a96d","10.138.192.199","SUCCESS",""
"TXN-D4A9E04B55ED47F795","UTR202608291956549093DD30B8","USR00000180","2026-08-29 19:56:54","5091.00","customer180.upi@axis","merchant33@pnb","marketplace","Kolkata","dev-2cf8fd71aec9","10.27.72.209","SUCCESS",""
"TXN-4A01D6877B9145CEAA","UTR2026081211395426DDCC774E","USR00000009","2026-08-12 11:39:54","5494.00","customer9.upi@sbi","merchant46@canara","travel","Surat","dev-8fee60e6962d","10.0.22.125","SUCCESS",""
"TXN-E8825CEA23404C87B9","UTR202608140640545855F99616","USR00000193","2026-08-14 06:40:54","11048.00","customer193.upi@sbi","merchant2@canara","subscription","Lucknow","dev-4a6d299c3d24","10.35.102.163","SUCCESS",""
"TXN-02B650F96638420CB6","UTR20260829154854C6EB04E41A","USR00000084","2026-08-29 15:48:54","8963.00","customer84.upi@axis","merchant22@bob","fashion","Mumbai","dev-03e5edc1ecb6","10.56.137.131","FAILED","daily_limit_exceeded"
"TXN-2A809D88BDF6497D89","UTR20260815044054DB2AA22E9E","USR00000268","2026-08-15 04:40:54","17281.00","customer268.upi@axis","merchant24@canara","education","Pune","dev-ab40fa1327ec","10.113.66.5","FAILED","invalid_upi_pin"
"TXN-54092DE7C98C49D4BF","UTR20260818001954A563797B83","USR00000048","2026-08-18 00:19:54","10215.00","customer48.upi@canara","merchant16@icici","electronics","Jaipur","dev-1f37dc7eb422","10.245.221.101","SUCCESS",""
"TXN-74FAC1734C9A4BFEB1","UTR202608192007544DA090C637","USR00000299","2026-08-19 20:07:54","4888.00","customer299.upi@icici","merchant14@icici","healthcare","Lucknow","dev-a846a7afd7a1","10.139.14.192","SUCCESS",""
"TXN-08C1D05EB466476AB6","UTR202608201334547D2D947E21","USR00000277","2026-08-20 13:34:54","19305.00","customer277.upi@kotak","merchant43@hdfc","marketplace","Ahmedabad","dev-d7b944961dcf","10.194.77.81","SUCCESS",""
"TXN-7A4B93B5352F474FA0","UTR20260821015054326A015DDC","USR00000044","2026-08-21 01:50:54","24960.00","customer44.upi@axis","merchant28@hdfc","subscription","Mumbai","dev-c655dafa33d6","10.76.173.169","SUCCESS",""
"TXN-BFB4C68A24A04245B8","UTR2026081811275416CC97E898","USR00000079","2026-08-18 11:27:54","295.00","customer79.upi@pnb","merchant1@canara","utility","Ahmedabad","dev-b03bffc3bd7e","10.164.119.100","SUCCESS",""
"TXN-6A6514D6721C4A4BB0","UTR202608170604542151550FE0","USR00000046","2026-08-17 06:04:54","9501.00","customer46.upi@bob","merchant21@icici","utility","Hyderabad","dev-40ed45da4710","10.96.122.150","SUCCESS",""
"TXN-427514B02FE04A119C","UTR202608140608549FDDE31F81","USR00000134","2026-08-14 06:08:54","3533.00","customer134.upi@bob","merchant6@sbi","fuel","Bengaluru","dev-1b5933cca47d","10.145.224.17","SUCCESS",""
"TXN-8B4B506E7DFD487491","UTR20260821102554FA2645C1F4","USR00000119","2026-08-21 10:25:54","4496.00","customer119.upi@pnb","merchant4@kotak","utility","Hyderabad","dev-8c215bd42f2c","10.214.150.186","SUCCESS",""
"TXN-978FEE57F18F487597","UTR202608270410543580584503","USR00000080","2026-08-27 04:10:54","15623.00","customer80.upi@canara","merchant19@pnb","gaming","Hyderabad","dev-521b6ed9b543","10.37.218.163","SUCCESS",""
"TXN-DCA082049F8C4F61BB","UTR20260813203054212DE6D66A","USR00000223","2026-08-13 20:30:54","6802.00","customer223.upi@pnb","merchant46@icici","electronics","Bengaluru","dev-466d917425cc","10.179.164.109","SUCCESS",""
"TXN-F93D8C1A46114CD2AB","UTR20260823035054D8E29C8C3B","USR00000051","2026-08-23 03:50:54","3851.00","customer51.upi@icici","merchant44@kotak","fashion","Surat","dev-9d38a1daa1d8","10.232.31.159","SUCCESS",""
"TXN-4A9887AC42DB453FB3","UTR202608231330549ED4229854","USR00000159","2026-08-23 13:30:54","12051.00","customer159.upi@pnb","merchant38@canara","electronics","Surat","dev-63bf3f58d048","10.127.193.63","SUCCESS",""
"TXN-EAD7E371D8E447D4B2","UTR202608260643544A1C82FFD1","USR00000126","2026-08-26 06:43:54","14014.00","customer126.upi@bob","merchant36@axis","travel","Kolkata","dev-a7f78e58b96f","10.195.13.109","SUCCESS",""
"TXN-585E49E6E2E54BC8BA","UTR2026082906345464B7A2DEC0","USR00000173","2026-08-29 06:34:54","14186.00","customer173.upi@kotak","merchant1@pnb","fashion","Lucknow","dev-eca031fb6e12","10.78.199.111","SUCCESS",""
"TXN-0F208E162AB94F9D98","UTR20260820124754C0AD0B47C5","USR00000017","2026-08-20 12:47:54","22122.00","customer17.upi@sbi","merchant1@kotak","marketplace","Hyderabad","dev-69a8ff21516b","10.212.139.76","SUCCESS",""
"TXN-49752405D08D476C94","UTR202608120151547C5EEB0270","USR00000156","2026-08-12 01:51:54","1281.00","customer156.upi@axis","merchant13@pnb","utility","Chennai","dev-1b06dfa8b941","10.205.159.9","SUCCESS",""
"TXN-88CFA5D203754CD589","UTR20260827173954181F519D74","USR00000178","2026-08-27 17:39:54","1633.00","customer178.upi@hdfc","merchant31@kotak","grocery","Mumbai","dev-258a06e35e1d","10.228.114.188","SUCCESS",""
"TXN-926C69760BCB4C62AC","UTR20260828060454240B410C5B","USR00000056","2026-08-28 06:04:54","5845.00","customer56.upi@canara","merchant6@sbi","electronics","Surat","dev-89783940374d","10.67.44.176","SUCCESS",""
"TXN-6F75DAEA7F8A4C16AA","UTR202608292252543BE28BC88D","USR00000209","2026-08-29 22:52:54","19262.00","customer209.upi@sbi","merchant31@kotak","travel","Mumbai","dev-67207b907a62","10.46.38.127","SUCCESS",""
"TXN-B450B1D71965456993","UTR202608241412541120CDB03D","USR00000099","2026-08-24 14:12:54","19990.00","customer99.upi@icici","merchant13@canara","healthcare","Ahmedabad","dev-64dbd01f7f3f","10.56.158.233","SUCCESS",""
"TXN-D2A91387567A4BCA94","UTR20260818111454A0CAA74DA1","USR00000290","2026-08-18 11:14:54","22984.00","customer290.upi@hdfc","merchant34@sbi","gaming","Ahmedabad","dev-238e2cd49117","10.14.238.217","SUCCESS",""
"TXN-29CA3689FE4143C6AB","UTR2026081013425498443C2A41","USR00000191","2026-08-10 13:42:54","18891.00","customer191.upi@pnb","merchant28@canara","subscription","Kolkata","dev-8e71ff157f77","10.85.169.167","SUCCESS",""
"TXN-96A83EA777B34F1B97","UTR20260814022654B67A71682D","USR00000275","2026-08-14 02:26:54","6948.00","customer275.upi@icici","merchant42@canara","fuel","Bengaluru","dev-af1cea980ee2","10.159.220.73","SUCCESS",""
"TXN-8B65A39980EE4B9D8A","UTR2026081120205426395CC0A7","USR00000196","2026-08-11 20:20:54","9755.00","customer196.upi@axis","merchant37@kotak","grocery","Delhi","dev-7bd64d170f61","10.166.108.55","SUCCESS",""
"TXN-DC78EA5D4CC3494690","UTR202608291622547AD7E04401","USR00000191","2026-08-29 16:22:54","21042.00","customer191.upi@pnb","merchant5@kotak","marketplace","Indore","dev-8e71ff157f77","10.51.140.222","SUCCESS",""
"TXN-5971A96C7BA448ECA6","UTR20260818221654B17EE24521","USR00000221","2026-08-18 22:16:54","13656.00","customer221.upi@kotak","merchant39@bob","utility","Kolkata","dev-3ee9f5942be5","10.158.206.220","SUCCESS",""
"TXN-71CDCD3F967A4BBBAA","UTR2026082521005452860A0652","USR00000047","2026-08-25 21:00:54","22861.00","customer47.upi@pnb","merchant48@canara","utility","Ahmedabad","dev-6c85ecb207b8","10.69.4.139","SUCCESS",""
"TXN-707424679A2E423CA5","UTR20260824020854A33FFDDA9A","USR00000187","2026-08-24 02:08:54","10836.00","customer187.upi@icici","merchant45@kotak","healthcare","Pune","dev-81f31cbe1961","10.25.150.48","SUCCESS",""
"TXN-BA473D4A50124F4EB3","UTR202608240828545FD370D923","USR00000071","2026-08-24 08:28:54","198.00","customer71.upi@pnb","merchant1@kotak","electronics","Lucknow","dev-1391fcf50c77","10.149.224.192","SUCCESS",""
"TXN-DB1D9C34F10649DF93","UTR20260818023654EC5ABA2780","USR00000113","2026-08-18 02:36:54","21136.00","customer113.upi@sbi","merchant45@axis","subscription","Delhi","dev-284087e27988","10.80.71.92","SUCCESS",""
"TXN-759C478990FB4BC1B9","UTR2026082202315451A1A38148","USR00000283","2026-08-22 02:31:54","6267.00","customer283.upi@icici","merchant18@canara","gaming","Jaipur","dev-406259674944","10.72.224.59","SUCCESS",""
"TXN-802781FEC0FE44F892","UTR20260826084354D894702506","USR00000184","2026-08-26 08:43:54","8283.00","customer184.upi@canara","merchant12@bob","education","Surat","dev-078083d71227","10.187.112.190","SUCCESS",""
"TXN-BCF81883D96A4C5883","UTR2026082001355444A495783B","USR00000073","2026-08-20 01:35:54","21181.00","customer73.upi@sbi","merchant46@pnb","subscription","Hyderabad","dev-c489624b4abb","10.89.134.76","SUCCESS",""
"TXN-F5B21BCE7B33407AA7","UTR2026081222075490D8D75B1A","USR00000272","2026-08-12 22:07:54","9419.00","customer272.upi@canara","merchant15@hdfc","travel","Chennai","dev-e3c119a906db","10.119.197.58","SUCCESS",""
"TXN-E80A4AEA329D4EBBAB","UTR202608291652545E477054E8","USR00000271","2026-08-29 16:52:54","402.00","customer271.upi@pnb","merchant46@hdfc","fashion","Kolkata","dev-8edd2aecdce4","10.170.1.79","SUCCESS",""
"TXN-D781937868BA4D7CB1","UTR20260814215754B7D915E7AA","USR00000009","2026-08-14 21:57:54","21345.00","customer9.upi@sbi","merchant14@sbi","electronics","Bengaluru","dev-8fee60e6962d","10.53.224.8","SUCCESS",""
"TXN-56B02E58F34D4EA7A8","UTR20260824013254E836102C20","USR00000115","2026-08-24 01:32:54","14543.00","customer115.upi@icici","merchant38@pnb","electronics","Mumbai","dev-0bea0a7b0db3","10.159.228.23","SUCCESS",""
"TXN-43BB5FE4A63C4A1591","UTR20260811163754B50B75A054","USR00000224","2026-08-11 16:37:54","3468.00","customer224.upi@canara","merchant5@pnb","food_delivery","Ahmedabad","dev-6dca80a7ea76","10.131.241.182","SUCCESS",""
"TXN-7AB5CBD18E74437F95","UTR202608141045542552A10E0D","USR00000030","2026-08-14 10:45:54","20706.00","customer30.upi@bob","merchant4@pnb","fashion","Indore","dev-69da83c4bc4d","10.236.186.57","SUCCESS",""
"TXN-0101BD5397744A2B85","UTR202608292128541457DA4064","USR00000083","2026-08-29 21:28:54","6184.00","customer83.upi@icici","merchant15@sbi","utility","Surat","dev-279f94c80b10","10.46.126.115","SUCCESS",""
"TXN-91BF21FFEA1D4CF4B4","UTR20260815233854D74DA5C472","USR00000256","2026-08-15 23:38:54","7553.00","customer256.upi@canara","merchant40@axis","utility","Chennai","dev-843df7d56e92","10.206.109.51","FAILED","daily_limit_exceeded"
"TXN-297CF0D6B8FE443287","UTR202608281041543E9190DD43","USR00000224","2026-08-28 10:41:54","7469.00","customer224.upi@canara","merchant46@hdfc","marketplace","Lucknow","dev-b0a402f2bb15","10.50.220.78","SUCCESS",""
"TXN-7EA7A527CE114248A0","UTR2026082511175457058587FA","USR00000062","2026-08-25 11:17:54","13182.00","customer62.upi@bob","merchant41@canara","education","Mumbai","dev-1345dcc944e5","10.100.205.176","SUCCESS",""
"TXN-44DEEDCEF7BE43E8B6","UTR20260811224954F3A745C129","USR00000028","2026-08-11 22:49:54","4200.00","customer28.upi@axis","merchant9@canara","gaming","Delhi","dev-458e807f8089","10.199.164.98","SUCCESS",""
"TXN-A87C056C916B42AA8D","UTR20260812213254AE41C1D1EF","USR00000060","2026-08-12 21:32:54","15016.00","customer60.upi@axis","merchant26@pnb","food_delivery","Bengaluru","dev-8d541d6d700f","10.35.40.129","SUCCESS",""
"TXN-5B016C17B2AE4EA492","UTR20260825103754B49F2C133F","USR00000084","2026-08-25 10:37:54","77.00","customer84.upi@axis","merchant45@bob","grocery","Jaipur","dev-03e5edc1ecb6","10.152.7.22","SUCCESS",""
"TXN-4D4FAACFFE3F48F4B7","UTR202608190950548695A8ABE6","USR00000001","2026-08-19 09:50:54","5309.00","customer1.upi@sbi","merchant45@canara","marketplace","Hyderabad","dev-e55b021e5075","10.206.179.67","SUCCESS",""
"TXN-34714977344B404081","UTR2026081611385460E0C51407","USR00000079","2026-08-16 11:38:54","10395.00","customer79.upi@pnb","merchant13@axis","fashion","Kolkata","dev-b03bffc3bd7e","10.39.158.21","SUCCESS",""
"TXN-599ACC25A29A4A9187","UTR202608112045545A4D6D806C","USR00000102","2026-08-11 20:45:54","23360.00","customer102.upi@bob","merchant4@kotak","grocery","Indore","dev-5f5d866f37ca","10.218.5.108","SUCCESS",""
"TXN-30EABA02FA88444498","UTR20260816031654696019026D","USR00000154","2026-08-16 03:16:54","17599.00","customer154.upi@hdfc","merchant24@icici","electronics","Mumbai","dev-fb1ea68d574d","10.164.182.101","SUCCESS",""
"TXN-86FDDEB9C046402080","UTR2026081122375478AF7F665D","USR00000246","2026-08-11 22:37:54","13082.00","customer246.upi@bob","merchant39@bob","marketplace","Mumbai","dev-3de59956d7de","10.235.198.241","SUCCESS",""
"TXN-EDB6091F71B34F1088","UTR202608112044544AA557B263","USR00000229","2026-08-11 20:44:54","19983.00","customer229.upi@kotak","merchant4@kotak","electronics","Chennai","dev-c52108df2b77","10.21.189.161","SUCCESS",""
"TXN-F6AC5E7340D14172B7","UTR20260821065554851FCB33A0","USR00000011","2026-08-21 06:55:54","2571.00","customer11.upi@icici","merchant44@canara","subscription","Jaipur","dev-8d0856e78f73","10.194.29.229","SUCCESS",""
"TXN-D7EC49150A964AA18B","UTR2026081114545450D7A8A036","USR00000044","2026-08-11 14:54:54","22376.00","customer44.upi@axis","merchant12@bob","fuel","Mumbai","dev-bde331794e9c","10.125.239.237","SUCCESS",""
"TXN-A112E2A32CAD4BE78D","UTR20260824021254EAA5218CEE","USR00000113","2026-08-24 02:12:54","14744.00","customer113.upi@sbi","merchant37@icici","marketplace","Bengaluru","dev-284087e27988","10.214.151.118","SUCCESS",""
"TXN-8D6ACC5BF7A04070AB","UTR20260824045654DFDDF12AD4","USR00000148","2026-08-24 04:56:54","6458.00","customer148.upi@axis","merchant44@axis","utility","Delhi","dev-58e94fa97513","10.190.67.199","SUCCESS",""
"TXN-909A9CB52FC84962B3","UTR2026081014035447FC44FD4B","USR00000252","2026-08-10 14:03:54","3302.00","customer252.upi@axis","merchant34@kotak","travel","Hyderabad","dev-76d8a4c62f22","10.231.114.158","SUCCESS",""
"TXN-BB519F7086794A32B4","UTR20260823043554CB70A3DAA6","USR00000254","2026-08-23 04:35:54","11661.00","customer254.upi@bob","merchant12@bob","food_delivery","Mumbai","dev-557380483ab3","10.110.111.222","SUCCESS",""
"TXN-8EE6ED9F9E0D49688A","UTR2026082308555464591DB90A","USR00000236","2026-08-23 08:55:54","24118.00","customer236.upi@axis","merchant18@axis","food_delivery","Pune","dev-85d3be3d3a16","10.48.112.199","SUCCESS",""
"TXN-A19F6BD6C84C421481","UTR20260829221954CE9C6E18F1","USR00000054","2026-08-29 22:19:54","17539.00","customer54.upi@bob","merchant39@kotak","grocery","Jaipur","dev-3b3e2aca9f0a","10.97.24.229","SUCCESS",""
"TXN-A6AB9B2F16884BD3AE","UTR202608260248542813039B21","USR00000172","2026-08-26 02:48:54","9258.00","customer172.upi@axis","merchant4@pnb","healthcare","Lucknow","dev-344ddcfad99a","10.205.203.13","SUCCESS",""
